Actual,Predicted_Prob
1.0,0.9642010842760769
0.0,0.8417439872266629
1.0,0.6614697590741502
0.0,0.046935816410708125
1.0,0.709095075220817
0.0,0.851637855141641
1.0,0.5717324319111354
1.0,0.8775383675418047
1.0,0.5294758922339226
0.0,0.5016204693135584
1.0,0.6963766999874861
1.0,0.6828725490744642
1.0,0.9304492878460874
1.0,0.17623962759349313
1.0,0.9358165466888559
1.0,0.5083434064269104
0.0,0.4446286106754845
0.0,0.10189438952460535
1.0,0.5842632891173654
1.0,0.8822317655158688
0.0,0.5719551216232033
1.0,0.9509876900586468
0.0,0.6051728717086204
0.0,0.6045027200167067
0.0,0.8979046608696688
1.0,0.46182274373981025
0.0,0.5487243036391043
0.0,0.6082505476995397
1.0,0.6023630677117497
1.0,0.37924847576583226
0.0,0.41694099063778217
1.0,0.32919670748545915
1.0,0.6241164903801895
1.0,0.7133952418782621
1.0,0.5173155336839633
1.0,0.9685072274974571
0.0,0.1821698669010498
0.0,0.07799782591595658
1.0,0.9228231176271068
0.0,0.3986206084713737
1.0,0.5740999409773319
1.0,0.9417152009838657
0.0,0.5816913800966873
0.0,0.8235980781001544
1.0,0.7427106799588448
1.0,0.8943422346923647
0.0,0.33403575844943456
1.0,0.5995398139758041
1.0,0.8406082345244043
0.0,0.9473185135643446
1.0,0.1929089884732252
1.0,0.835141405472476
1.0,0.7927685115527415
1.0,0.6799130423519268
1.0,0.7291178300804682
1.0,0.39771298971105773
0.0,0.06105037415127877
1.0,0.6301441417041684
0.0,0.6736495365701932
1.0,0.8813301375394269
1.0,0.5850825138609528
0.0,0.09229384335787091
0.0,0.11306733496988612
1.0,0.6440156070381684
0.0,0.583360077938762
1.0,0.45815229806238955
0.0,0.13964435009169796
0.0,0.691527556252322
1.0,0.8638497841684758
1.0,0.8336422539132343
0.0,0.09979913016455697
1.0,0.5876486649698742
1.0,0.8264978234721427
0.0,0.13210360741345967
1.0,0.5437973631573959
0.0,0.7424113985081223
1.0,0.5395975599442785
1.0,0.7618938678891192
1.0,0.6200682213520381
1.0,0.8217728659393403
1.0,0.7787082292746709
0.0,0.7933027198044502
1.0,0.943015800724315
0.0,0.04148368170084358
1.0,0.5773361706287263
0.0,0.550879796717442
1.0,0.8463602996918211
0.0,0.18075136393779326
0.0,0.043487159338129945
1.0,0.2907122765173894
0.0,0.520675558783189
1.0,0.9401699191662429
0.0,0.1956390890917376
0.0,0.051879643864445255
0.0,0.2679627302398539
0.0,0.11040415553066316
1.0,0.09571866592133126
1.0,0.500943650848937
0.0,0.10014957757454881
0.0,0.05210703385113389
1.0,0.8164760282297518
0.0,0.46445841914849223
1.0,0.5929275889236356
0.0,0.19926497409748978
1.0,0.7056097170401741
1.0,0.7731564480746898
1.0,0.20664794881425402
1.0,0.8911651345047182
0.0,0.7995887745099202
1.0,0.26374532189085376
1.0,0.8421586155856353
0.0,0.13310093775408283
0.0,0.5092479932342495
1.0,0.7784120097485234
1.0,0.5362557331751037
1.0,0.818400869140661
0.0,0.10363203219571655
1.0,0.39599823510814347
1.0,0.706294756453686
0.0,0.09729584736955135
0.0,0.36596317496974745
1.0,0.9182546303067592
0.0,0.1330530826436679
1.0,0.5056552750654075
1.0,0.9379629273104604
0.0,0.41814032880801816
1.0,0.7973944391268495
0.0,0.2543575480317112
1.0,0.6907514822039049
0.0,0.6112507442700027
0.0,0.5925710677360592
0.0,0.2753768909146669
0.0,0.28870877387763544
0.0,0.10037365685757904
0.0,0.14579385779671847
0.0,0.09600634101131315
1.0,0.6782502222355151
0.0,0.30578687260483334
1.0,0.7133115518283966
0.0,0.29088059013732914
1.0,0.8250919488199646
1.0,0.7020661015858451
1.0,0.7898832953839775
1.0,0.1547392587667999
0.0,0.12718504322697635
1.0,0.953821751806055
1.0,0.6146731605455061
1.0,0.8200589551252729
1.0,0.7207594982505054
1.0,0.5249978843388398
0.0,0.18643481692111
0.0,0.4575516273768422
0.0,0.18998321926505318
0.0,0.5909093128095353
1.0,0.6607897077742378
0.0,0.4652454822334026
0.0,0.05604366897991694
1.0,0.5439770015080345
1.0,0.750806161007814
1.0,0.43623331871537163
1.0,0.9208647788558662
0.0,0.111832394624931
1.0,0.18660371691313332
1.0,0.9592834384176994
1.0,0.8873994748428558
1.0,0.751602657471352
0.0,0.5157849736165884
1.0,0.862892936074099
1.0,0.7112530042227092
0.0,0.2667891506282304
1.0,0.7926662561040229
1.0,0.17459423385130482
0.0,0.18237184980149923
1.0,0.5941935369980624
0.0,0.5049732661568257
1.0,0.4504191254612969
1.0,0.6982687979704807
0.0,0.05149561442426563
0.0,0.11656632773865264
0.0,0.1231662318810001
1.0,0.494240684917726
0.0,0.8235457448259069
1.0,0.33484235666869566
1.0,0.7148601182217444
1.0,0.7251980876933144
1.0,0.7154851261965073
0.0,0.08871465642077037
1.0,0.5893906574914614
0.0,0.5750647960593922
0.0,0.4516855878605866
0.0,0.11968057939993733
0.0,0.6718386237380959
0.0,0.1461710685114836
1.0,0.7498309067772965
1.0,0.914552034922035
1.0,0.9708353338250589
1.0,0.6446483513939978
1.0,0.7393168896767943
1.0,0.9203409861977525
1.0,0.4790666871511621
1.0,0.8037549528957395
0.0,0.020631020766205883
1.0,0.6651783634082974
1.0,0.7331159306539059
1.0,0.6916705691951436
1.0,0.09097078094690929
1.0,0.2947851838819148
1.0,0.7840786762839327
1.0,0.6610020330036885
0.0,0.25050518988815873
1.0,0.693789072375367
1.0,0.8940391444226108
0.0,0.04420400317097805
1.0,0.809688053824215
0.0,0.42015369899511557
1.0,0.6611490046217234
0.0,0.23008579623765174
0.0,0.238820852679391
1.0,0.6686061750094299
0.0,0.2100081146639463
1.0,0.32061162686361083
1.0,0.8177078300662597
0.0,0.08232761262108416
0.0,0.18913161800386763
1.0,0.7814869692262387
0.0,0.46239985115438487
0.0,0.17409591262662735
1.0,0.8396799969993106
0.0,0.21418215590774886
1.0,0.5288666905605511
0.0,0.520896805879014
0.0,0.22700215181020286
1.0,0.4691808871669876
0.0,0.5548048455562771
1.0,0.2814617893803343
0.0,0.179888430619298
1.0,0.8601661207930388
1.0,0.8288779010228131
1.0,0.867793383988405
1.0,0.20636703307565715
1.0,0.34258959483142276
0.0,0.41268374588077583
0.0,0.032304302224544085
0.0,0.17273102450456762
1.0,0.7920056278124779
1.0,0.6491228950986668
1.0,0.7725389231123432
1.0,0.8519851340544738
1.0,0.6155081698376922
1.0,0.7810992396350189
1.0,0.8795980605009743
0.0,0.07534628582480313
1.0,0.8868757553594003
1.0,0.8862437954018605
1.0,0.24613426490253137
1.0,0.6515256006035318
0.0,0.7648637007599832
1.0,0.9702445534225618
1.0,0.5431832135400505
1.0,0.5984406782869021
0.0,0.4922566423260033
0.0,0.5967509165086133
1.0,0.205656195241562
1.0,0.8302484749003328
1.0,0.35064355997536556
1.0,0.8011041304485944
1.0,0.7639709984536142
1.0,0.5080912830393467
1.0,0.8101493462764701
1.0,0.38259470684359037
1.0,0.494138837664792
1.0,0.7257042816441351
0.0,0.7870108676775899
1.0,0.27065446946867017
0.0,0.039643209146972495
1.0,0.6709081982048065
0.0,0.12901434824640887
1.0,0.43402672693069916
0.0,0.20401928081417847
0.0,0.3798321455081469
1.0,0.7429260603084489
1.0,0.796180421435243
1.0,0.20137844458174178
1.0,0.9202636107940672
1.0,0.2337051701006902
0.0,0.12473371912784248
1.0,0.7479968151741608
0.0,0.5290203737532547
1.0,0.9374648658423821
0.0,0.1132562403117241
0.0,0.7732905052632624
1.0,0.40652438540097097
1.0,0.805191899668501
0.0,0.932310383217871
1.0,0.18447042077300707
0.0,0.202900169624657
1.0,0.4929873563807658
0.0,0.2695082756494092
1.0,0.9348934182660689
1.0,0.7968501275525413
1.0,0.5533068732293779
0.0,0.06324262098557813
1.0,0.7279191651951404
1.0,0.8091440151532453
0.0,0.5179116434783696
0.0,0.10682643684171858
0.0,0.0850565301182628
0.0,0.5511487066622937
1.0,0.6024929769435831
0.0,0.02120349837938103
1.0,0.8412017043673089
0.0,0.7722291075168982
1.0,0.815959871465336
0.0,0.8292004061288637
1.0,0.861946857497261
0.0,0.16070956824166555
1.0,0.7062786620612815
0.0,0.053908189789019366
1.0,0.8389502589274425
0.0,0.6155044140402101
0.0,0.1873166166576
0.0,0.11450515513698004
0.0,0.2010815398227705
1.0,0.768987909535572
0.0,0.8015513037571717
0.0,0.1397096605969919
1.0,0.9295070980866671
1.0,0.3017917994294563
1.0,0.6658655427919121
1.0,0.9180509436948425
0.0,0.49166080907654053
0.0,0.3951868054993432
0.0,0.2523842560030156
1.0,0.6951292681627084
0.0,0.5437128615487492
0.0,0.49495052541117185
0.0,0.10081244187677321
0.0,0.08207552546595076
1.0,0.43891027687378636
0.0,0.0792366605084794
1.0,0.6922988061060357
1.0,0.8568684075089662
1.0,0.8332839802423712
1.0,0.7621644995534972
1.0,0.7872017106876125
1.0,0.7090596764117943
1.0,0.8195499908042769
0.0,0.583079734481158
1.0,0.5940931049428086
1.0,0.4064982865845635
1.0,0.7160732144982542
